timestamp,kelurahan,latitude,longitude,precip_1h,precip_3h,precip_6h,precip_12h,precip_24h,temperature,relative_humidity,surface_pressure,pressure_trend_3h,wind_speed,flood_occurrence,water_level_cm,severity_level
2024-01-05 00:00:00,joglo,-6.2205,106.7589,1.2,6.7,33.5,67.0,82.9,23.7,96,1009.4,-0.8999999999999773,2.4,1,30.0,moderate
2024-01-18 16:00:00,joglo,-6.2205,106.7589,0.0,0.8999999999999999,1.0999999999999999,1.3,1.3000000000000016,28.0,82,1004.0,-1.5,11.2,0,0.0,none
2024-01-05 00:00:00,kalideres,-6.149429,106.711682,1.3,9.6,23.2,43.5,60.2,23.3,98,1010.6,-0.7999999999999545,4.4,1,37.5,moderate
2024-01-24 16:00:00,kalideres,-6.149429,106.711682,0.0,0.0,0.0,0.0,0.0,30.4,66,1008.0,-1.7999999999999545,15.5,0,0.0,none
2024-01-05 00:00:00,kapuk,-6.131298,106.746082,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1010.9,-0.8999999999999773,3.6,1,30.0,moderate
2024-01-18 22:00:00,kapuk,-6.131298,106.746082,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1009.2,1.3000000000000682,14.2,0,0.0,none
2024-01-05 00:00:00,kedaung kali angke,-6.1674,106.7637,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1010.6,-0.8999999999999773,3.6,1,45.0,moderate
2024-01-18 22:00:00,kedaung kali angke,-6.1674,106.7637,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1008.9,1.2999999999999545,14.2,0,0.0,none
2024-01-05 00:00:00,kedoya selatan,-6.183631,106.756812,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1010.5,-0.8999999999999773,3.6,1,20.0,low
2024-01-18 22:00:00,kedoya selatan,-6.183631,106.756812,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1008.8,1.2999999999999545,14.2,0,0.0,none
2024-01-05 00:00:00,kembangan utara,-6.1674,106.7637,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1010.6,-0.8999999999999773,3.6,1,30.0,moderate
2024-01-18 22:00:00,kembangan utara,-6.1674,106.7637,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1008.9,1.2999999999999545,14.2,0,0.0,none
2024-01-05 00:00:00,pegadungan,-6.124765,106.697982,1.3,9.6,23.2,43.5,60.2,23.3,98,1011.0,-0.7999999999999545,4.4,1,90.0,high
2024-01-24 16:00:00,pegadungan,-6.124765,106.697982,0.0,0.0,0.0,0.0,0.0,30.4,66,1008.4,-1.8000000000000682,15.5,0,0.0,none
2024-01-05 00:00:00,rawa buaya,-6.1674,106.7637,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1010.6,-0.8999999999999773,3.6,1,55.0,high
2024-01-18 22:00:00,rawa buaya,-6.1674,106.7637,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1008.9,1.2999999999999545,14.2,0,0.0,none
2024-01-05 00:00:00,sukabumi selatan,-6.219514,106.770077,1.2,6.7,33.5,67.0,82.9,23.7,96,1008.9,-0.8999999999999773,2.4,1,75.0,high
2024-01-18 16:00:00,sukabumi selatan,-6.219514,106.770077,0.0,0.8999999999999999,1.0999999999999999,1.3,1.3000000000000016,28.0,82,1003.6,-1.3999999999999773,11.2,0,0.0,none
2024-01-05 00:00:00,tanjung duren utara,-6.152345,106.742567,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1010.8,-0.900000000000091,3.6,1,30.0,moderate
2024-01-18 22:00:00,tanjung duren utara,-6.152345,106.742567,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1009.1,1.3000000000000682,14.2,0,0.0,none
2024-01-05 00:00:00,tegal alur,-6.1674,106.7637,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1010.6,-0.8999999999999773,3.6,1,65.0,high
2024-01-18 22:00:00,tegal alur,-6.1674,106.7637,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1008.9,1.2999999999999545,14.2,0,0.0,none
2024-01-05 00:00:00,kebon kosong,-6.1565,106.8565735,0.8,5.3999999999999995,15.1,26.4,44.4,23.8,95,1010.9,-1.0,3.2,1,40.0,moderate
2024-01-22 23:00:00,kebon kosong,-6.1565,106.8565735,0.0,0.0,0.0,0.2,0.5,27.7,72,1011.5,1.0,19.4,0,0.0,none
2024-01-05 04:00:00,cilandak barat,-6.283827499999999,106.80415450000001,1.1,2.9000000000000004,7.2,74.0,102.10000000000001,23.5,97,1005.8,-0.5,2.9,1,35.0,moderate
2024-01-16 14:00:00,cilandak barat,-6.283827499999999,106.80415450000001,0.3,0.3,0.3,0.3,4.500000000000004,31.9,59,1002.5,-2.0,18.1,0,0.0,none
2024-01-05 04:00:00,cilandak timur,-6.2615,106.8106,1.1,2.9000000000000004,7.2,74.0,102.10000000000001,23.5,97,1007.4,-0.5,2.9,1,30.0,moderate
2024-01-16 14:00:00,cilandak timur,-6.2615,106.8106,0.3,0.3,0.3,0.3,4.500000000000004,31.9,59,1004.1,-2.0,18.1,0,0.0,none
2024-01-05 04:00:00,pejaten timur,-6.2615,106.8106,1.1,2.9000000000000004,7.2,74.0,102.10000000000001,23.5,97,1007.4,-0.5,2.9,1,57.5,high
2024-01-16 14:00:00,pejaten timur,-6.2615,106.8106,0.3,0.3,0.3,0.3,4.500000000000004,31.9,59,1004.1,-2.0,18.1,0,0.0,none
2024-01-05 00:00:00,pela mampang,-6.214448,106.81918300000001,0.7,4.700000000000002,18.8,45.599999999999994,60.5,23.6,97,1009.7,-1.0,2.7,1,35.0,moderate
2024-01-26 05:00:00,pela mampang,-6.214448,106.81918300000001,0.0,0.0,0.0,0.09999999999999823,1.0999999999999983,23.7,96,1011.5,0.0,4.9,0,0.0,none
2024-01-05 00:00:00,bidara cina,-6.240897,106.866261,0.7,4.700000000000002,18.8,45.599999999999994,60.5,23.6,97,1009.4,-1.0,2.7,1,70.0,high
2024-01-26 05:00:00,bidara cina,-6.240897,106.866261,0.0,0.0,0.0,0.09999999999999823,1.0999999999999983,23.7,96,1011.2,0.0,4.9,0,0.0,none
2024-01-27 22:00:00,cakung barat,-6.174049,106.939457,1.8,4.300000000000002,4.299999999999998,6.3999999999999995,41.5,24.9,95,1013.6,1.8999999999999773,0.7,1,45.0,moderate
2024-01-20 19:00:00,cakung barat,-6.174049,106.939457,0.0,0.0,0.0,0.0,0.10000000000000134,28.9,65,1009.0,2.7999999999999545,16.2,0,0.0,none
2024-01-03 14:00:00,cakung timur,-6.225,106.9004,0.1,0.9000000000000009,8.5,27.5,37.6,28.2,78,1005.9,-2.3999999999999773,9.0,1,50.0,moderate
2024-01-01 09:00:00,cakung timur,-6.225,106.9004,0.2,0.2,0.2,0.2,0.2,28.9,76,1009.2,1.3000000000000682,1.0,0,0.0,none
2024-01-03 14:00:00,cawang,-6.225,106.9004,0.1,0.9000000000000009,8.5,27.5,37.6,28.2,78,1005.9,-2.3999999999999773,9.0,1,95.0,high
2024-01-01 09:00:00,cawang,-6.225,106.9004,0.2,0.2,0.2,0.2,0.2,28.9,76,1009.2,1.3000000000000682,1.0,0,0.0,none
2024-01-05 05:00:00,cililitan,-6.259398,106.865302,1.6,3.5000000000000018,6.4,38.199999999999996,61.1,23.2,98,1007.1,0.3000000000000682,4.2,1,60.0,high
2024-01-23 10:00:00,cililitan,-6.259398,106.865302,0.1,0.10000000000000134,0.10000000000000178,0.10000000000000134,0.5000000000000018,29.6,71,1009.5,0.5,12.9,0,0.0,none
2024-01-05 00:00:00,kampung melayu,-6.216456,106.857421,0.7,4.700000000000002,18.8,45.599999999999994,60.5,23.6,97,1009.9,-1.0,2.7,1,75.0,high
2024-01-26 05:00:00,kampung melayu,-6.216456,106.857421,0.0,0.0,0.0,0.09999999999999823,1.0999999999999983,23.7,96,1011.7,0.0,4.9,0,0.0,none
2024-01-27 22:00:00,rawa terate,-6.185812,106.922767,1.8,4.300000000000002,4.299999999999998,6.3999999999999995,41.5,24.9,95,1013.8,1.8999999999999773,0.7,1,35.0,moderate
2024-01-20 19:00:00,rawa terate,-6.185812,106.922767,0.0,0.0,0.0,0.0,0.10000000000000134,28.9,65,1009.2,2.800000000000068,16.2,0,0.0,none
2024-01-05 00:00:00,marunda,-6.1384,106.864,0.8,5.3999999999999995,15.1,26.4,44.4,23.8,95,1010.4,-1.0,3.2,1,15.0,low
2024-01-22 23:00:00,marunda,-6.1384,106.864,0.0,0.0,0.0,0.2,0.5,27.7,72,1011.0,1.0,19.4,0,0.0,none
2024-01-05 00:00:00,pluit,-6.108098,106.769752,0.6,7.199999999999998,21.5,35.4,55.2,23.7,96,1011.3,-0.900000000000091,3.6,1,42.5,moderate
2024-01-18 22:00:00,pluit,-6.108098,106.769752,0.1,0.09999999999999734,0.30000000000000004,1.3000000000000018,1.2999999999999996,26.3,83,1009.6,1.3000000000000682,14.2,0,0.0,none
2024-01-05 00:00:00,rorotan,-6.1384,106.864,0.8,5.3999999999999995,15.1,26.4,44.4,23.8,95,1010.4,-1.0,3.2,1,62.5,high
2024-01-22 23:00:00,rorotan,-6.1384,106.864,0.0,0.0,0.0,0.2,0.5,27.7,72,1011.0,1.0,19.4,0,0.0,none
2024-01-05 00:00:00,semper barat,-6.1384,106.864,0.8,5.3999999999999995,15.1,26.4,44.4,23.8,95,1010.4,-1.0,3.2,1,42.5,moderate
2024-01-22 23:00:00,semper barat,-6.1384,106.864,0.0,0.0,0.0,0.2,0.5,27.7,72,1011.0,1.0,19.4,0,0.0,none
2024-01-05 00:00:00,sukapura,-6.1384,106.864,0.8,5.3999999999999995,15.1,26.4,44.4,23.8,95,1010.4,-1.0,3.2,1,35.0,moderate
2024-01-22 23:00:00,sukapura,-6.1384,106.864,0.0,0.0,0.0,0.2,0.5,27.7,72,1011.0,1.0,19.4,0,0.0,none
2024-02-28 12:00:00,cengkareng barat,-6.1674,106.7637,0.9,4.399999999999999,9.4,28.8,32.7,26.3,89,1009.3,-1.2000000000000455,1.8,1,40.0,moderate
2024-02-02 21:00:00,cengkareng barat,-6.1674,106.7637,0.1,1.7000000000000002,2.2,4.4,4.4,25.8,96,1011.9,2.3999999999999773,5.8,0,0.0,none
2024-02-28 12:00:00,cengkareng timur,-6.1674,106.7637,0.9,4.399999999999999,9.4,28.8,32.7,26.3,89,1009.3,-1.2000000000000455,1.8,1,55.0,high
2024-02-02 21:00:00,cengkareng timur,-6.1674,106.7637,0.1,1.7000000000000002,2.2,4.4,4.4,25.8,96,1011.9,2.3999999999999773,5.8,0,0.0,none
2024-02-28 12:00:00,jelambar,-6.1674,106.7637,0.9,4.399999999999999,9.4,28.8,32.7,26.3,89,1009.3,-1.2000000000000455,1.8,1,30.0,moderate
2024-02-02 21:00:00,jelambar,-6.1674,106.7637,0.1,1.7000000000000002,2.2,4.4,4.4,25.8,96,1011.9,2.3999999999999773,5.8,0,0.0,none
2024-02-28 12:00:00,kapuk,-6.131298,106.746082,0.9,4.399999999999999,9.4,28.8,32.7,26.3,89,1009.6,-1.1999999999999318,1.8,1,30.0,moderate
2024-02-02 21:00:00,kapuk,-6.131298,106.746082,0.1,1.7000000000000002,2.2,4.4,4.4,25.8,96,1012.2,2.400000000000091,5.8,0,0.0,none
2024-02-28 12:00:00,kedaung kali angke,-6.1674,106.7637,0.9,4.399999999999999,9.4,28.8,32.7,26.3,89,1009.3,-1.2000000000000455,1.8,1,45.0,moderate
2024-02-02 21:00:00,kedaung kali angke,-6.1674,106.7637,0.1,1.7000000000000002,2.2,4.4,4.4,25.8,96,1011.9,2.3999999999999773,5.8,0,0.0,none
2024-02-28 11:00:00,pegadungan,-6.124765,106.697982,1.2,5.6999999999999975,16.7,38.2,43.699999999999996,25.1,93,1010.4,0.1999999999999318,5.8,1,70.0,high
2024-02-23 12:00:00,pegadungan,-6.124765,106.697982,0.0,0.0,0.0,0.0,0.1,32.5,58,1009.5,-2.2999999999999545,14.2,0,0.0,none
2024-02-28 12:00:00,rawa buaya,-6.1674,106.7637,0.9,4.399999999999999,9.4,28.8,32.7,26.3,89,1009.3,-1.2000000000000455,1.8,1,30.0,moderate
2024-02-02 21:00:00,rawa buaya,-6.1674,106.7637,0.1,1.7000000000000002,2.2,4.4,4.4,25.8,96,1011.9,2.3999999999999773,5.8,0,0.0,none
2024-02-28 12:00:00,tegal alur,-6.1674,106.7637,0.9,4.399999999999999,9.4,28.8,32.7,26.3,89,1009.3,-1.2000000000000455,1.8,1,45.0,moderate
2024-02-02 21:00:00,tegal alur,-6.1674,106.7637,0.1,1.7000000000000002,2.2,4.4,4.4,25.8,96,1011.9,2.3999999999999773,5.8,0,0.0,none
2024-02-28 14:00:00,cilandak timur,-6.2615,106.8106,0.3,2.4000000000000035,9.1,27.599999999999998,41.7,28.5,79,1005.5,-2.6000000000000227,3.3,1,80.0,high
2024-02-20 07:00:00,cilandak timur,-6.2615,106.8106,0.0,0.0,0.0,0.0999999999999989,3.5,25.5,90,1008.8,1.6999999999999318,3.2,0,0.0,none
2024-02-28 14:00:00,cipete utara,-6.2669,106.7972,0.3,2.4000000000000035,9.1,27.599999999999998,41.7,28.5,79,1004.8,-2.5,3.3,1,75.0,high
2024-02-20 07:00:00,cipete utara,-6.2669,106.7972,0.0,0.0,0.0,0.0999999999999989,3.5,25.5,90,1008.0,1.7000000000000455,3.2,0,0.0,none
2024-02-28 14:00:00,pejaten timur,-6.2615,106.8106,0.3,2.4000000000000035,9.1,27.599999999999998,41.7,28.5,79,1005.5,-2.6000000000000227,3.3,1,42.5,moderate
2024-02-20 07:00:00,pejaten timur,-6.2615,106.8106,0.0,0.0,0.0,0.0999999999999989,3.5,25.5,90,1008.8,1.6999999999999318,3.2,0,0.0,none
2024-02-28 12:00:00,pela mampang,-6.214448,106.81918300000001,1.8,5.999999999999999,16.1,33.5,39.300000000000004,26.3,90,1008.5,-1.2999999999999545,3.6,1,35.0,moderate
2024-02-24 12:00:00,pela mampang,-6.214448,106.81918300000001,0.2,0.5000000000000009,1.700000000000002,2.4000000000000004,3.2,30.9,72,1008.7,-2.099999999999909,8.7,0,0.0,none
2024-02-28 12:00:00,petogogan,-6.244265,106.813506,1.6,6.0,14.8,33.3,36.0,26.2,90,1008.4,-1.2000000000000455,3.1,1,30.0,moderate
2024-02-11 18:00:00,petogogan,-6.244265,106.813506,0.6,1.9999999999999998,3.0999999999999996,3.3,3.3,26.7,85,1010.2,1.6000000000000227,2.7,0,0.0,none
2024-02-28 12:00:00,tegal parang,-6.25044,106.83147,1.8,5.999999999999999,16.1,33.5,39.300000000000004,26.3,90,1007.4,-1.3000000000000682,3.6,1,30.0,moderate
2024-02-24 12:00:00,tegal parang,-6.25044,106.83147,0.2,0.5000000000000009,1.700000000000002,2.4000000000000004,3.2,30.9,72,1007.7,-2.0,8.7,0,0.0,none
2024-02-28 12:00:00,pluit,-6.108098,106.769752,0.9,4.399999999999999,9.4,28.8,32.7,26.4,89,1010.0,-1.2000000000000455,1.8,1,12.5,low
2024-02-02 21:00:00,pluit,-6.108098,106.769752,0.1,1.7000000000000002,2.2,4.4,4.4,25.9,97,1012.6,2.3999999999999773,5.8,0,0.0,none
2024-03-12 03:00:00,cengkareng timur,-6.1674,106.7637,0.2,1.3,6.3,32.9,39.6,24.3,94,1008.8,-1.7000000000000455,4.0,1,30.0,moderate
2024-03-05 08:00:00,cengkareng timur,-6.1674,106.7637,0.0,0.0,0.0,0.0,4.3,28.2,79,1009.5,2.0,11.1,0,0.0,none
2024-03-12 03:00:00,duri kosambi,-6.1674,106.7637,0.2,1.3,6.3,32.9,39.6,24.3,94,1008.8,-1.7000000000000455,4.0,1,50.0,moderate
2024-03-05 08:00:00,duri kosambi,-6.1674,106.7637,0.0,0.0,0.0,0.0,4.3,28.2,79,1009.5,2.0,11.1,0,0.0,none
2024-03-12 00:00:00,kebon jeruk,-6.191466666666667,106.78563333333334,1.1,12.4,26.200000000000003,34.1,37.0,24.0,95,1010.1,0.10000000000002274,9.1,1,70.0,high
2024-03-21 11:00:00,kebon jeruk,-6.191466666666667,106.78563333333334,0.4,0.6000000000000005,0.6000000000000005,0.6000000000000023,0.6000000000000001,29.5,71,1009.9,-0.5,14.3,0,0.0,none
2024-03-12 03:00:00,kedaung kali angke,-6.1674,106.7637,0.2,1.3,6.3,32.9,39.6,24.3,94,1008.8,-1.7000000000000455,4.0,1,35.0,moderate
2024-03-05 08:00:00,kedaung kali angke,-6.1674,106.7637,0.0,0.0,0.0,0.0,4.3,28.2,79,1009.5,2.0,11.1,0,0.0,none
2024-03-12 03:00:00,kedoya selatan,-6.183631,106.756812,0.2,1.3,6.3,32.9,39.6,24.3,94,1008.7,-1.6999999999999318,4.0,1,65.0,high
2024-03-05 08:00:00,kedoya selatan,-6.183631,106.756812,0.0,0.0,0.0,0.0,4.3,28.2,79,1009.4,2.0,11.1,0,0.0,none
2024-03-12 03:00:00,kembangan selatan,-6.18564475,106.73898425,0.2,1.3,6.3,32.9,39.6,24.3,94,1008.7,-1.6999999999999318,4.0,1,50.0,moderate
2024-03-05 08:00:00,kembangan selatan,-6.18564475,106.73898425,0.0,0.0,0.0,0.0,4.3,28.2,79,1009.4,2.0,11.1,0,0.0,none
2024-03-12 03:00:00,kembangan utara,-6.1674,106.7637,0.2,1.3,6.3,32.9,39.6,24.3,94,1008.8,-1.7000000000000455,4.0,1,55.0,high
2024-03-05 08:00:00,kembangan utara,-6.1674,106.7637,0.0,0.0,0.0,0.0,4.3,28.2,79,1009.5,2.0,11.1,0,0.0,none
2024-03-12 03:00:00,rawa buaya,-6.1674,106.7637,0.2,1.3,6.3,32.9,39.6,24.3,94,1008.8,-1.7000000000000455,4.0,1,90.0,high
2024-03-05 08:00:00,rawa buaya,-6.1674,106.7637,0.0,0.0,0.0,0.0,4.3,28.2,79,1009.5,2.0,11.1,0,0.0,none
2024-03-12 00:00:00,petamburan,-6.1931080000000005,106.80795950000001,1.1,12.4,26.200000000000003,34.1,37.0,24.0,95,1010.6,0.10000000000002274,9.1,1,40.0,moderate
2024-03-21 11:00:00,petamburan,-6.1931080000000005,106.80795950000001,0.4,0.6000000000000005,0.6000000000000005,0.6000000000000023,0.6000000000000001,29.5,71,1010.4,-0.5,14.3,0,0.0,none
2024-03-12 02:00:00,bangka,-6.214879,106.819983,0.5,1.4,18.5,33.7,38.7,23.8,96,1008.5,-2.0,7.3,1,150.0,critical
2024-03-01 15:00:00,bangka,-6.214879,106.819983,0.0,2.9000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,30.3,71,1005.7,-1.7999999999999545,7.6,0,0.0,none
2024-03-12 00:00:00,bintaro,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,160.0,critical
2024-03-20 22:00:00,bintaro,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 02:00:00,cikoko,-6.245382,106.85233,0.5,1.4,18.5,33.7,38.7,23.8,96,1007.2,-2.0,7.3,1,65.0,high
2024-03-01 15:00:00,cikoko,-6.245382,106.85233,0.0,2.9000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,30.3,71,1004.5,-1.7999999999999545,7.6,0,0.0,none
2024-03-12 00:00:00,cilandak timur,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,84.0,high
2024-03-20 22:00:00,cilandak timur,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,cipulir,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,130.0,critical
2024-03-20 22:00:00,cipulir,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,grogol selatan,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,40.0,moderate
2024-03-20 22:00:00,grogol selatan,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,kebon baru,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,130.0,critical
2024-03-20 22:00:00,kebon baru,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,lebak bulus,-6.3045729999999995,106.784461,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1006.5,0.2999999999999545,9.1,1,45.0,moderate
2024-03-20 22:00:00,lebak bulus,-6.3045729999999995,106.784461,0.0,0.0,0.0,0.0,0.0,26.8,76,1005.6,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,lenteng agung,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,65.0,high
2024-03-20 22:00:00,lenteng agung,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 02:00:00,manggarai,-6.209834,106.850523,0.5,1.4,18.5,33.7,38.7,23.8,96,1008.6,-2.0,7.3,1,77.5,high
2024-03-01 15:00:00,manggarai,-6.209834,106.850523,0.0,2.9000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,30.3,71,1005.8,-1.8000000000000682,7.6,0,0.0,none
2024-03-12 00:00:00,pejaten timur,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,200.0,critical
2024-03-20 22:00:00,pejaten timur,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 02:00:00,pela mampang,-6.214448,106.81918300000001,0.5,1.4,18.5,33.7,38.7,23.8,96,1008.5,-2.0,7.3,1,30.0,moderate
2024-03-01 15:00:00,pela mampang,-6.214448,106.81918300000001,0.0,2.9000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,30.3,71,1005.7,-1.7999999999999545,7.6,0,0.0,none
2024-03-12 02:00:00,pengadegan,-6.251315,106.861639,0.5,1.4,18.5,33.7,38.7,23.8,96,1007.4,-2.0,7.3,1,195.0,critical
2024-03-01 15:00:00,pengadegan,-6.251315,106.861639,0.0,2.9000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,30.3,71,1004.7,-1.7999999999999545,7.6,0,0.0,none
2024-03-12 00:00:00,pesanggrahan,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,67.5,high
2024-03-20 22:00:00,pesanggrahan,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,pondok labu,-6.306464,106.798521,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1006.7,0.3000000000000682,9.1,1,120.0,critical
2024-03-20 22:00:00,pondok labu,-6.306464,106.798521,0.0,0.0,0.0,0.0,0.0,26.8,76,1005.8,1.2999999999999545,9.8,0,0.0,none
2024-03-12 00:00:00,pondok pinang,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,90.0,high
2024-03-20 22:00:00,pondok pinang,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,rawa jati,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,191.0,critical
2024-03-20 22:00:00,rawa jati,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,srengseng sawah,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,50.0,moderate
2024-03-20 22:00:00,srengseng sawah,-6.2615,106.8106,0.0,0.0,0.0,0.0,0.0,26.8,76,1008.0,1.3999999999999773,9.8,0,0.0,none
2024-03-12 00:00:00,tanjung barat,-6.309537,106.850701,2.7,17.0,25.1,34.199999999999996,40.0,23.7,97,1006.6,0.3000000000000682,12.1,1,170.0,critical
2024-03-30 03:00:00,tanjung barat,-6.309537,106.850701,0.0,0.0,0.0,0.19999999999999646,2.2,24.4,92,1006.0,-0.8999999999999773,5.4,0,0.0,none
2024-03-12 02:00:00,tegal parang,-6.25044,106.83147,0.5,1.4,18.5,33.7,38.7,23.8,96,1007.4,-2.0,7.3,1,30.0,moderate
2024-03-01 15:00:00,tegal parang,-6.25044,106.83147,0.0,2.9000000000000004,3.5000000000000004,3.5000000000000004,3.5000000000000004,30.3,71,1004.7,-1.7999999999999545,7.6,0,0.0,none
2024-03-12 00:00:00,ulujami,-6.2615,106.8106,3.6,16.099999999999998,26.3,34.2,40.6,23.8,96,1008.9,0.2999999999999545,9.1,1,45.0,moderate
